눈썹_길이,눈썹_굵기,눈썹_기울기,눈_세로길이,눈_가로길이,비율,눈_눈꼬리기울기,얼굴비율,코_길이,코_폭,콧볼_폭,입_크기,입_윗입술(두께),입_아랫입술(두께),입_입꼬리,턱기울기1,턱기울기2,턱아래면적,target
62.0,7.666666666666667,0.0806451612903225,34.66666666666667,39.0,0.8888888888888891,0.0164473684210526,0.8432203389830508,73,38,50,1314.09,9.33,12.0,0.0,2.42179385066177,0.402109372493989,0.467373906045242,3
64.5,8.333333333333334,0.1014492753623188,38.83333333333333,41.5,0.93574297188755,-0.0139372822299651,0.8149606299212598,81,40,54,1441.26,9.67,13.0,0.09,2.50747711963001,0.457822053858934,0.521740534783122,7
66.5,8.333333333333334,0.088235294117647,35.33333333333333,42.5,0.8313725490196078,0.0132890365448504,0.8661087866108786,75,43,58,1462.46,7.67,12.0,0.15,2.13381258464989,0.517543866742215,0.544313831294836,7
75.0,8.833333333333332,0.0789473684210526,40.16666666666667,48.0,0.8368055555555557,-0.0075987841945288,0.8678571428571429,88,47,64,1978.2,9.67,14.0,0.07,2.35190593301132,0.452091604188281,0.725814734343023,6
76.0,9.666666666666668,0.1547619047619047,39.5,50.5,0.7821782178217822,-0.015502354788069,0.9044117647058824,96,51,70,2588.93,6.33,14.0,0.3,1.67864348026906,0.665041460919971,0.92323153964989,4
63.5,7.666666666666667,0.1212121212121212,34.16666666666667,41.0,0.8333333333333335,0.0121951219512195,0.8739130434782608,76,40,55,1203.4,6.67,11.0,0.2,2.16978832173385,0.552146198102812,0.526231869395696,3
73.0,8.666666666666666,0.1081081081081081,42.0,46.5,0.9032258064516128,0.0124884366327474,0.825,85,43,56,1942.88,11.0,15.67,0.08,2.41107380752495,0.510688553046879,0.703513821284926,6
71.5,8.666666666666668,0.0410958904109589,28.33333333333333,43.5,0.6513409961685823,0.0124207188160676,0.8566176470588235,79,45,63,2383.26,9.0,13.33,0.06,2.3255685954778,0.357859795866743,0.634324348069835,8
71.5,8.0,0.027027027027027,28.83333333333333,44.5,0.6479400749063671,0.0121212121212121,0.8935361216730038,77,47,65,1798.44,12.0,14.0,0.0,2.44147102725298,0.342118632578765,0.581713153472456,1
66.5,7.833333333333334,0.0131578947368421,31.166666666666664,41.0,0.7601626016260162,-0.0175909361955873,0.8861788617886179,73,42,57,1494.64,11.33,13.33,0.06,2.53707841012164,0.481029348169424,0.496319339107257,7
65.0,8.5,0.1617647058823529,37.5,43.0,0.872093023255814,0.0116279069767441,0.8458333333333333,81,42,57,1387.88,8.33,13.0,0.18,2.11760447427915,0.655942230234427,0.570783853666921,7
65.5,7.833333333333334,0.0666666666666666,34.66666666666667,42.5,0.815686274509804,-0.0152777777777777,0.8473895582329317,83,43,56,1471.88,8.67,12.67,0.13,2.27635147286288,0.523455849041214,0.6094356121025,7
65.0,8.0,0.0519480519480519,35.833333333333336,42.0,0.8531746031746033,-0.0085470085470085,0.854251012145749,81,42,58,1398.87,11.0,13.33,0.11,2.42952990489435,0.471356047174219,0.478947894826904,7
61.0,7.666666666666667,0.1176470588235294,37.66666666666666,41.0,0.9186991869918698,-0.0041666666666666,0.8481012658227848,78,39,51,1406.72,9.33,13.33,0.17,2.30618368121116,0.559691555383695,0.521324342988033,7
67.5,7.666666666666666,0.0461538461538461,28.166666666666664,42.0,0.6706349206349206,0.0045454545454545,0.8695652173913043,76,43,57,2001.75,9.33,14.0,0.03,2.39337486142707,0.418390925340869,0.617538176262027,6
75.5,8.833333333333332,0.1463414634146341,33.0,50.0,0.66,0.0074029611844737,0.9084249084249084,94,52,72,2044.14,8.67,14.67,0.23,2.06479282542666,0.588893543567321,0.862948208175789,6
71.5,8.5,0.0921052631578947,38.5,46.0,0.8369565217391305,0.0108695652173913,0.8514492753623188,90,45,67,1827.48,8.0,12.67,0.17,2.42806408524976,0.449121019086084,0.692550103797243,1
66.0,8.5,0.0923076923076923,29.5,42.0,0.7023809523809523,0.0028360748723766,0.8786610878661087,74,41,56,1433.41,6.67,10.67,0.19,2.1219553366517,0.432620545515268,0.546704039044111,7
70.0,8.833333333333332,0.1428571428571428,30.33333333333333,45.0,0.674074074074074,0.0138339920948616,0.9,83,44,61,1588.84,5.67,10.67,0.2,2.04709033157694,0.486745399186379,0.659812468724549,7
69.0,8.5,0.1549295774647887,34.333333333333336,45.5,0.7545787545787547,0.0125603864734299,0.8423076923076923,87,45,61,1570.0,7.67,13.0,0.23,2.28045060474961,0.644989214417634,0.696589098080936,7
84.0,8.833333333333332,0.0112359550561797,31.166666666666664,53.0,0.5880503144654088,-0.0202991452991453,0.929530201342282,94,56,76,2785.97,11.67,17.0,0.07,2.2160080420525,0.51684353578641,0.948429597910376,4
74.5,9.833333333333332,0.16,41.16666666666667,49.0,0.8401360544217688,0.0137499999999999,0.8286713286713286,93,49,65,2019.81,10.67,15.0,0.07,2.37906630395081,0.534329730121247,0.762673571860223,6
64.5,8.666666666666666,0.1206896551724138,32.166666666666664,41.5,0.7751004016064257,0.0087412587412587,0.7874015748031497,82,41,54,1432.62,9.33,13.0,0.1,2.39297612578203,0.525433247955817,0.579096262354649,7
65.5,8.333333333333332,0.1304347826086956,32.33333333333333,43.5,0.7432950191570881,-0.0015856236786469,0.8554216867469879,85,44,62,2141.48,6.0,12.0,0.21,1.97538353531584,0.651163138624985,0.689860878982948,2
68.5,8.166666666666668,0.0657894736842105,28.166666666666664,42.5,0.6627450980392157,0.0088691796008869,0.8549618320610687,79,46,65,1737.99,10.33,13.33,0.08,2.50513630759495,0.431286790704963,0.57173447763891,1
68.5,8.333333333333332,0.106060606060606,39.66666666666667,44.5,0.8913857677902622,0.0053083923154701,0.8202247191011236,86,44,59,1884.0,9.33,14.0,0.1,2.36689028625978,0.5458921392882,0.668969639359031,6
70.5,8.666666666666666,0.036144578313253,29.5,44.5,0.6629213483146067,-0.0169706180344478,0.8973384030418251,86,47,69,1714.44,8.0,12.33,0.18,2.3603829783179,0.510797464374444,0.613427571179723,1
70.5,8.333333333333332,0.0149253731343283,34.83333333333333,44.5,0.7827715355805243,0.0030333670374115,0.8044280442804428,77,47,63,2009.6,13.33,15.0,-0.05,2.65318739408201,0.38027974044699,0.551664002806371,6
65.5,8.5,0.1129032258064516,36.0,43.5,0.8275862068965517,0.03101802757158,0.80078125,83,44,58,1766.25,10.67,14.67,0.1,2.29802852272676,0.57406166078741,0.600651486649252,1
73.5,8.666666666666666,0.125,40.83333333333333,48.0,0.8506944444444443,-0.0243161094224924,0.8791208791208791,89,46,65,2390.33,8.0,14.67,0.23,2.24985054029643,0.671688626502328,0.827616146968796,8
72.5,8.666666666666668,0.0921052631578947,37.16666666666666,46.5,0.7992831541218638,0.0120259019426456,0.8759398496240601,80,47,64,1957.79,11.0,15.0,0.07,2.32228143141163,0.415812343808735,0.646813378419536,6
73.0,8.666666666666668,0.048780487804878,36.5,46.0,0.7934782608695652,0.0056818181818181,0.8526315789473684,87,48,68,2160.32,11.33,16.0,0.11,2.49985062791628,0.472908412175105,0.703500588861966,2
69.0,7.166666666666666,0.0289855072463768,20.5,42.5,0.4823529411764706,-0.0110741971207087,0.9297520661157024,75,46,66,1737.99,9.33,13.0,0.12,2.23591524449091,0.431650831130863,0.595442923113071,1
77.5,8.833333333333332,0.1232876712328767,39.5,52.0,0.7596153846153846,0.0151851851851851,0.8978102189781022,93,52,71,1709.73,7.0,12.0,0.21,1.9628098330847,0.51552239091319,0.842644419224525,1
69.5,8.333333333333334,0.0298507462686567,30.166666666666664,43.5,0.6934865900383141,-0.019047619047619,0.8100358422939068,84,43,59,2902.93,10.33,14.0,0.02,2.4694076247719,0.44531569241254,0.694993461150802,9
68.0,8.166666666666668,0.1126760563380281,36.33333333333333,45.5,0.7985347985347985,0.0016908212560386,0.8604651162790697,84,44,61,2098.31,9.0,14.0,0.21,2.23991284680748,0.606779910433441,0.706590107038743,2
80.0,8.5,0.0795454545454545,35.66666666666667,50.0,0.7133333333333334,0.0282112845138055,0.926056338028169,85,50,67,2161.89,10.67,15.0,0.05,2.35119233638145,0.459607242083559,0.808004717475476,2
69.0,8.666666666666666,0.0422535211267605,29.5,42.5,0.6941176470588235,-0.0105204872646733,0.8409090909090909,81,44,61,1703.45,11.0,14.0,0.03,2.49395099245941,0.488803221118642,0.596143787692469,1
65.0,7.666666666666667,0.1029411764705882,37.5,42.0,0.8928571428571429,0.0,0.8806584362139918,79,41,55,1334.5,9.33,12.0,0.06,2.34809799999117,0.419094944619458,0.533492190046342,3
79.0,9.666666666666668,0.0853658536585365,40.833333333333336,49.5,0.8249158249158249,0.0114285714285714,0.9055944055944056,88,48,65,1821.2,10.33,13.67,0.0,2.35486776570954,0.341211683459227,0.70133918996281,1
67.5,7.666666666666667,0.0410958904109589,33.5,43.0,0.7790697674418605,-0.0021645021645021,0.8490566037735849,82,41,58,1639.08,9.67,13.67,0.12,2.65700233837719,0.533692890482014,0.625323747543365,1
75.5,9.166666666666668,0.0641025641025641,35.5,47.5,0.7473684210526316,0.0221631205673758,0.8767605633802817,87,47,67,2227.83,11.0,15.0,0.05,2.39287748163303,0.415968391609541,0.729264517454578,2
71.0,8.5,0.0833333333333333,34.0,45.5,0.7472527472527473,0.0263539651837524,0.8778625954198473,84,44,62,2141.48,7.0,12.67,0.14,2.1020589394707,0.511944753731751,0.712508713669887,2
78.5,9.833333333333332,0.1265822784810126,48.66666666666667,54.0,0.9012345679012348,0.0125214408233276,0.85,107,53,71,2048.85,9.0,14.33,0.16,2.25052400291822,0.639251171646781,0.944640163650466,6
77.0,8.833333333333332,0.1071428571428571,43.66666666666666,51.0,0.8562091503267973,-0.0126923076923076,0.9028776978417268,92,50,67,2059.84,10.33,15.0,0.18,2.26782827575015,0.611216339667482,0.816620933501156,6
71.5,8.666666666666666,0.0833333333333333,25.333333333333336,45.0,0.562962962962963,0.0242094861660079,0.8850574712643678,80,46,63,1780.38,9.33,13.67,0.07,2.27350678228239,0.421741183199796,0.640659002355725,1
71.0,8.833333333333332,0.0789473684210526,32.666666666666664,43.5,0.7509578544061302,-0.0013213530655391,0.8725868725868726,80,43,59,1516.62,7.67,12.0,0.15,2.2470039986805,0.405200662876929,0.575458702551967,7
64.5,8.0,0.032258064516129,33.0,42.5,0.7764705882352941,-0.0307649667405764,0.836,82,43,58,1530.75,8.67,12.67,0.16,2.31189252921596,0.592166928098148,0.632188036076884,7
66.0,8.5,0.1206896551724138,32.33333333333333,43.0,0.7519379844961239,0.0097826086956521,0.803921568627451,82,43,56,1489.93,9.33,12.67,0.05,2.37313768076628,0.50453038818772,0.580444082583241,7
75.5,9.0,0.1095890410958904,35.16666666666667,48.0,0.732638888888889,0.0260869565217391,0.8731884057971014,85,47,63,2215.27,10.33,15.0,0.07,2.26856057163329,0.497409993770276,0.753567695668226,2
70.5,9.0,0.1290322580645161,37.66666666666667,45.5,0.8278388278388279,0.0221088435374149,0.8320610687022901,83,44,56,1601.4,10.0,13.67,0.0,2.42188481310075,0.550559285054067,0.644053298391215,7
74.5,8.166666666666668,0.0972222222222222,27.666666666666664,46.0,0.6014492753623187,0.0236406619385342,0.926923076923077,80,46,65,1695.6,7.33,11.67,0.11,2.20273033615806,0.377319793679978,0.679266889539008,1
71.5,8.166666666666668,0.056338028169014,31.166666666666668,46.0,0.677536231884058,0.0018912529550827,0.8972332015810277,77,48,65,1907.55,9.33,13.67,0.14,2.15075501470345,0.469602854551785,0.646674406190821,6
69.5,9.5,0.1891891891891892,40.0,46.5,0.8602150537634409,0.0087881591119333,0.7978723404255319,92,47,65,2500.22,9.33,15.67,0.21,2.2777812677187,0.613096894167528,0.765602910318247,8
70.5,8.5,0.0140845070422535,34.833333333333336,44.0,0.7916666666666667,0.0020671834625322,0.8309352517985612,87,45,62,1789.8,11.0,14.0,0.0,2.58279696435902,0.4169164935108,0.637124268806608,1
72.5,9.166666666666668,0.0389610389610389,36.5,45.0,0.8111111111111111,0.0111111111111111,0.8540145985401459,86,44,61,1742.7,10.67,14.0,0.06,2.44756414770023,0.419386667315626,0.608890741585908,1
76.5,9.333333333333332,0.0897435897435897,36.5,49.5,0.7373737373737373,-0.0087755102040816,0.8605442176870748,95,50,68,2311.04,9.67,15.0,0.13,2.34046042574845,0.510006925173467,0.880212545816593,2
73.0,8.5,0.0675675675675675,35.83333333333333,47.0,0.7624113475177304,-0.0081521739130434,0.8700361010830325,89,49,68,1949.94,10.0,13.33,0.14,2.3623384154428,0.427711576215237,0.711280508430961,6
67.5,7.666666666666667,0.1029411764705882,33.0,44.0,0.75,0.0142118863049095,0.9008264462809916,75,44,58,1884.0,9.33,13.67,0.11,2.13814799015851,0.519266175615607,0.614651247092359,6
61.5,7.5,0.0704225352112676,30.666666666666664,40.5,0.757201646090535,0.0082417582417582,0.8535564853556485,78,41,56,1469.52,9.0,13.0,0.16,2.43144248169002,0.563460759997802,0.53031186433463,7
65.0,8.333333333333332,0.09375,30.0,42.0,0.7142857142857143,-0.020986954055587,0.8225806451612904,79,44,59,1610.82,8.67,13.33,0.21,2.22225996280176,0.61893616393917,0.601211764369758,7
68.5,7.5,0.0,30.666666666666664,43.0,0.7131782945736433,-0.014069264069264,0.9572649572649572,70,43,60,1632.02,9.33,12.67,0.08,2.17001871403057,0.352198997342353,0.496293331612667,1
65.5,6.333333333333333,0.0491803278688524,22.33333333333333,39.5,0.5654008438818565,0.0016087516087516,0.8765432098765432,69,42,56,1703.45,12.0,15.0,-0.12,2.92477097896536,0.419882437152512,0.559561446738064,1
62.0,7.833333333333334,0.1290322580645161,30.666666666666664,39.5,0.7763713080168776,0.0144230769230769,0.816,80,40,56,1889.5,7.0,11.67,0.17,2.21478856538484,0.520424814698183,0.600664198758014,6
71.5,9.166666666666668,0.1388888888888889,37.833333333333336,48.5,0.7800687285223368,-0.015531914893617,0.8571428571428571,91,48,64,1816.49,7.67,13.67,0.25,1.99854668192934,0.651342109333322,0.782105998102978,1
65.0,8.166666666666668,0.1142857142857142,31.166666666666664,41.0,0.7601626016260162,0.0089285714285714,0.8806584362139918,80,40,57,1431.84,7.67,12.0,0.17,2.29777337135126,0.458268021308004,0.558362885034659,7
66.0,8.166666666666668,0.0389610389610389,28.166666666666664,41.5,0.6787148594377509,-0.0058275058275058,0.8648648648648649,77,43,60,1895.78,11.0,14.67,0.03,2.49872203470181,0.502537849695708,0.573852046483408,6
62.0,8.166666666666668,0.1403508771929824,37.333333333333336,41.5,0.8995983935742973,0.0343822843822843,0.7991803278688525,82,39,53,1347.06,8.67,12.0,0.11,2.39753957054273,0.629660229583657,0.56391353970523,3
70.0,9.0,0.0428571428571428,35.333333333333336,43.5,0.8122605363984675,0.0013213530655391,0.8246268656716418,84,43,59,1714.44,10.33,13.67,0.13,2.41484374678765,0.452847004405295,0.592096119131617,1
74.0,9.833333333333332,0.1153846153846153,39.33333333333333,48.0,0.8194444444444443,-0.0104166666666666,0.8654545454545455,94,48,66,1755.26,8.67,13.67,0.22,2.02822563663057,0.57646558558986,0.776974664158638,1
76.5,9.0,0.0684931506849315,33.66666666666667,49.0,0.6870748299319729,-0.0056320400500625,0.8397212543554007,88,51,68,2235.68,11.67,16.0,0.06,2.44417775527775,0.439634042632594,0.756611932779522,2
67.5,7.333333333333334,0.0384615384615384,28.666666666666664,43.0,0.6666666666666666,0.0200542005420054,0.8702290076335878,83,44,60,1923.25,11.67,15.0,0.07,2.57056944317621,0.552573188348957,0.63044460437955,6
61.5,7.166666666666666,0.03125,31.166666666666664,39.0,0.7991452991452991,0.0,0.8097165991902834,76,38,51,1557.44,11.0,14.67,0.1,2.62006209794113,0.523677398533522,0.50978290516813,7
64.5,7.666666666666667,0.0588235294117647,31.83333333333333,42.0,0.7579365079365079,0.0119047619047619,0.81640625,79,44,60,1800.79,11.33,15.0,0.14,2.67463959272012,0.585679722394407,0.597267037159862,1
77.0,9.166666666666668,0.1052631578947368,37.83333333333333,51.0,0.741830065359477,0.0026923076923077,0.8625429553264605,99,51,69,2132.06,8.0,14.0,0.24,2.20456540193263,0.598234088380128,0.922116604793584,2
68.0,9.166666666666668,0.1571428571428571,38.33333333333333,44.5,0.8614232209737827,0.0133838383838383,0.8371212121212122,90,45,61,1653.21,8.67,12.67,0.21,2.14462498911641,0.5902233953216,0.700639646098506,1
72.5,9.0,0.036144578313253,39.0,48.0,0.8125,-0.0478260869565217,0.8641114982578397,97,49,71,2139.91,9.67,14.33,0.23,2.32561155022129,0.509441813527173,0.781290801014881,2
80.0,8.0,0.0609756097560975,24.0,49.5,0.4848484848484848,-0.0093877551020408,1.0739130434782609,68,52,70,1716.8,8.33,12.0,0.02,1.78814743831243,0.461949261889043,0.643222476985937,1
70.5,7.833333333333334,0.056338028169014,31.666666666666664,44.0,0.7196969696969696,0.0136950904392764,0.8256227758007118,83,46,62,2265.51,12.33,16.33,0.05,2.68750580405893,0.5335092467322,0.72076646128606,2
66.0,8.0,0.0,26.5,42.0,0.6309523809523809,0.0034090909090909,0.8255813953488372,80,46,63,1714.44,10.0,12.67,0.1,2.52187994687643,0.408984949197844,0.562951516460805,1
77.5,9.0,0.0952380952380952,38.33333333333333,49.0,0.7823129251700679,-0.0129166666666666,0.8888888888888888,93,49,67,2048.85,9.33,14.67,0.17,2.279491875431,0.471407620502217,0.793216681781662,6
66.5,8.166666666666668,0.044776119402985,29.833333333333336,41.0,0.7276422764227642,0.0351190476190476,0.8065693430656934,79,44,61,1714.44,12.0,14.33,-0.03,2.82761358754411,0.314645808079117,0.534455701842543,1
64.5,7.666666666666667,0.0,31.166666666666664,41.0,0.7601626016260162,-0.024390243902439,0.8565573770491803,73,41,56,1483.65,11.0,13.0,0.03,2.5519748623649,0.39259032916054,0.466715526840316,7
65.5,8.166666666666668,0.044776119402985,31.666666666666664,41.0,0.7723577235772358,-0.0095238095238095,0.848605577689243,81,42,58,1491.5,9.0,12.33,0.11,2.46426359397733,0.450000075145457,0.552165285384721,7
67.0,8.5,0.0757575757575757,37.66666666666667,43.5,0.8659003831417625,-0.0174603174603174,0.8514056224899599,82,43,57,1449.11,9.0,12.33,0.09,2.33079687937688,0.53009036683416,0.582014726511237,7
70.0,8.5,0.0571428571428571,33.0,43.5,0.7586206896551724,0.0013213530655391,0.8283582089552238,80,44,60,2703.54,10.33,15.0,0.07,2.31289552030901,0.548619286958159,0.654296169958693,4
69.0,8.666666666666666,0.0617283950617283,37.66666666666666,44.0,0.856060606060606,-0.0093409444732745,0.9076305220883534,82,43,60,1337.64,8.67,12.33,0.1,2.24397377383696,0.47165873665372,0.532638188883717,3
71.5,9.833333333333332,0.2121212121212121,47.66666666666667,48.5,0.9828178694158076,0.0053418803418803,0.7877697841726619,97,46,60,1865.16,10.33,15.67,0.18,2.16108418768302,0.84382428074175,0.810566016259022,6
73.0,8.833333333333332,0.0595238095238095,34.16666666666667,45.0,0.7592592592592594,0.0066798614547253,0.8628158844765343,85,45,63,1833.76,11.33,14.67,0.0,2.45082883411829,0.481178407157127,0.646765451883879,1
61.5,7.5,0.0441176470588235,37.5,40.5,0.925925925925926,-0.0045787545787545,0.792,82,39,53,1628.09,11.67,15.0,0.11,2.59950754914168,0.643252979537321,0.502929950334625,1
62.0,7.5,0.0289855072463768,36.5,40.5,0.9012345679012346,-0.0045787545787545,0.796812749003984,81,40,54,1813.35,10.67,15.0,0.17,2.55970293007852,0.613571668603818,0.531229822309937,1
66.5,7.833333333333334,0.0133333333333333,34.0,42.5,0.8,-0.0277161862527716,0.8283582089552238,79,43,61,1714.44,11.0,14.0,0.11,2.71187790534715,0.454576672426947,0.552342607554004,1
63.5,8.166666666666668,0.1311475409836065,29.5,41.0,0.7195121951219512,-0.0089285714285714,0.8448979591836735,78,42,57,1653.21,7.33,11.67,0.17,2.21622240577477,0.511853915019689,0.607807414507014,1
75.0,8.666666666666668,0.050632911392405,40.66666666666667,49.0,0.8299319727891158,0.010204081632653,0.8821428571428571,89,49,69,2117.14,9.33,14.0,0.14,2.37140920433005,0.519949629246426,0.784162244337341,2
74.5,8.833333333333332,0.131578947368421,28.666666666666664,47.5,0.6035087719298246,0.0117464539007092,0.8872727272727273,85,50,69,2066.12,8.67,13.33,0.17,2.21984398938704,0.463729092347062,0.783333440569441,6
66.5,8.5,0.1363636363636363,39.66666666666667,44.5,0.8913857677902622,0.0053083923154701,0.8502024291497976,82,45,60,1516.62,9.33,13.67,0.09,2.21023191529728,0.627515098664326,0.607752025303139,7
70.5,7.5,0.0,33.83333333333333,46.0,0.7355072463768115,-0.0217391304347826,0.8779527559055118,77,48,65,2143.05,12.67,16.0,0.05,2.4554999725225,0.554316769705031,0.592391483291944,2
70.0,8.166666666666668,0.08,32.0,45.0,0.7111111111111111,0.008893280632411,0.8943089430894309,79,47,66,1694.03,9.33,13.0,0.12,2.21575984241053,0.521248148731452,0.579105100294538,1
74.0,9.166666666666668,0.0379746835443038,29.33333333333333,45.0,0.6518518518518518,0.0,0.9037037037037036,80,46,66,1890.28,10.0,13.33,0.05,2.31279752610708,0.343603891358913,0.612505471568653,6
71.5,8.333333333333332,0.0,32.5,45.5,0.7142857142857143,-0.0118357487922705,0.8561151079136691,87,45,62,1734.85,10.0,13.0,0.07,2.45535879713157,0.359987163076017,0.633136951400297,1
