눈썹_길이,눈썹_굵기,눈썹_기울기,눈_세로길이,눈_가로길이,비율,눈_눈꼬리기울기,얼굴비율,코_길이,코_폭,콧볼_폭,입_크기,입_윗입술(두께),입_아랫입술(두께),입_입꼬리,턱기울기1,턱기울기2,턱아래면적,target
66.5,8.5,0.0921052631578947,32.333333333333336,41.5,0.7791164658634538,0.0072674418604651,0.8571428571428571,80,41,59,1626.52,9.0,13.0,0.12,2.31286506426476,0.526606050667515,0.565926687715165,1
75.0,9.166666666666668,0.1025641025641025,33.0,47.5,0.6947368421052632,0.0115248226950354,0.8768115942028986,89,49,71,2285.92,6.67,12.33,0.18,2.16169919293499,0.547695715100898,0.806638334941293,2
62.0,8.333333333333334,0.1228070175438596,32.5,40.0,0.8125,0.0325814536340852,0.7967479674796748,84,39,53,1208.9,7.33,11.33,0.14,2.37871247605549,0.51325817737117,0.532737105981224,3
62.5,8.0,0.0862068965517241,35.33333333333333,42.5,0.8313725490196078,-0.0375,0.8410041841004184,78,41,54,1510.34,7.0,11.67,0.15,2.22202886061754,0.622515159389567,0.612927083573872,7
74.5,9.0,0.0779220779220779,36.66666666666666,46.5,0.7885304659498208,0.0122571692876965,0.8860294117647058,83,46,64,1912.26,9.0,13.33,0.07,2.33243935911768,0.404830249601324,0.663101725589997,6
70.0,9.166666666666668,0.1846153846153846,38.83333333333333,45.5,0.8534798534798533,0.0109011627906976,0.8255813953488372,81,44,58,2059.84,8.0,14.0,0.2,2.00491331465144,0.716069139614734,0.720094926133175,6
70.5,7.666666666666667,0.0410958904109589,28.33333333333333,44.5,0.6367041198501873,-0.0103535353535353,0.9163346613545816,76,45,62,1922.47,9.67,14.0,0.1,2.27929682198739,0.512379311129817,0.65693083498613,6
64.0,7.833333333333334,0.0985915492957746,30.0,42.5,0.7058823529411765,-0.0132890365448504,0.8755186721991701,76,44,63,1759.19,8.0,12.67,0.11,2.34207724656622,0.563140374305804,0.587496884803748,1
64.0,7.333333333333334,0.1147540983606557,29.0,41.0,0.7073170731707317,-0.005664877757901,0.8632478632478633,75,41,53,1367.47,8.0,12.67,0.14,2.28239560394889,0.576668534110276,0.580183071421794,3
69.0,8.0,0.027027027027027,26.5,41.5,0.6385542168674698,-0.0008710801393728,0.8687258687258688,78,44,64,1674.4,10.0,13.67,0.05,2.53426147710585,0.406508662179125,0.551029344096849,1
83.0,9.666666666666666,0.1058823529411764,40.0,54.0,0.7407407407407407,0.0024013722126929,0.9006849315068494,95,56,77,2562.24,10.33,16.0,0.14,2.07553075076825,0.532170412372679,0.905534788994476,8
69.5,8.833333333333332,0.1780821917808219,32.5,46.0,0.7065217391304348,0.0217391304347826,0.8438661710037175,94,48,66,1563.72,7.33,12.33,0.26,2.34715524593412,0.67356597524417,0.810851192149466,7
59.5,7.666666666666667,0.1311475409836065,31.166666666666664,39.5,0.7890295358649788,0.0019230769230769,0.8032786885245902,77,39,55,2046.5,7.67,12.33,0.21,2.341590216939,0.617689313989858,0.6031995502834,6
60.0,7.0,0.0677966101694915,20.5,36.0,0.5694444444444444,0.0023166023166023,0.8733031674208145,66,39,54,1428.7,8.67,11.33,0.03,2.48115258569675,0.417096100764728,0.452180968457125,7
75.5,8.666666666666666,0.0133333333333333,27.0,47.0,0.574468085106383,-0.0407608695652173,0.8650519031141869,84,51,71,2817.37,12.67,16.0,0.06,2.37074629749736,0.408613506283654,0.7653898689237,4
62.5,7.833333333333334,0.0158730158730158,27.5,39.5,0.6962025316455697,0.0009615384615384,0.8134920634920635,80,42,61,1648.5,8.67,12.67,0.14,2.44416962464096,0.424922976007595,0.532708026598349,1
61.5,7.666666666666667,0.1186440677966101,33.66666666666667,39.5,0.8523206751054854,0.0057766367137355,0.8319327731092437,75,37,50,1245.8,7.33,11.0,0.14,2.45164680909792,0.492768648969434,0.538136634748912,3
69.5,8.666666666666666,0.0735294117647058,35.333333333333336,44.5,0.7940074906367042,0.0154196157735085,0.8544776119402985,88,46,65,1657.92,8.0,13.0,0.14,2.38199863724446,0.460194653179163,0.689413683371253,1
68.5,8.333333333333334,0.0441176470588235,28.666666666666664,43.0,0.6666666666666666,0.0021645021645021,0.8352490421455939,79,47,64,2345.58,12.33,15.33,0.07,2.46980315583938,0.470076900609895,0.598407374353938,8
71.5,8.666666666666666,0.0121951219512195,37.66666666666666,47.5,0.7929824561403508,-0.0266666666666666,0.85,93,51,71,2201.93,12.67,16.33,0.18,2.63315787347552,0.613830496821769,0.66947907039078,2
66.5,7.666666666666667,0.0833333333333333,34.833333333333336,43.5,0.8007662835249043,-0.0132135306553911,0.8875,78,42,59,1843.97,7.67,13.0,0.22,2.10131240015573,0.594348008440904,0.600696313269309,1
60.5,8.0,0.0434782608695652,30.0,38.0,0.7894736842105263,-0.0069444444444444,0.8658008658008658,72,38,54,1318.02,8.0,11.67,0.12,2.34432557711714,0.418643501190269,0.440485986635184,3
75.0,9.333333333333334,0.0533333333333333,26.333333333333336,47.0,0.5602836879432624,0.0122282608695652,0.8404255319148937,89,53,74,2322.03,12.33,16.0,0.05,2.36601282645471,0.531282154414706,0.721232665259789,8
68.5,8.5,0.1142857142857142,36.0,45.5,0.7912087912087912,0.0016908212560386,0.9041666666666668,85,48,66,1467.95,7.0,11.67,0.17,1.97922541531599,0.562072979937046,0.623721740297061,7
69.0,8.333333333333334,0.0694444444444444,34.16666666666667,42.5,0.8039215686274511,0.0365448504983388,0.8517110266159695,80,42,57,1624.95,10.33,14.0,0.03,2.49901416441209,0.425150245425053,0.587929782701694,1
63.0,7.5,0.1212121212121212,29.33333333333333,39.5,0.7426160337552742,0.0144230769230769,0.911504424778761,72,40,57,1193.2,7.33,10.67,0.17,2.22794111508252,0.417033644988648,0.487090838238884,3
65.0,8.333333333333334,0.0571428571428571,29.33333333333333,40.5,0.7242798353909464,-0.0137195121951219,0.8244274809160306,86,41,58,1408.29,9.33,13.0,0.12,2.57219272523683,0.493939821570169,0.577308310081952,7
82.0,9.666666666666668,0.0114942528735632,45.33333333333333,53.0,0.8553459119496855,-0.0377358490566037,0.8566978193146417,104,53,74,2331.45,11.0,15.0,0.17,2.44425346292109,0.435954758982713,0.891578466175135,8
70.5,9.333333333333334,0.0821917808219178,30.833333333333336,45.0,0.6851851851851852,0.0111111111111111,0.84,89,48,67,1755.26,9.67,13.0,0.1,2.44993867662877,0.452675194765872,0.675206952518321,1
71.0,9.166666666666668,0.0434782608695652,34.333333333333336,44.0,0.7803030303030304,0.0160455486542443,0.8057553956834532,87,45,61,1934.24,11.33,14.33,0.03,2.5092645430992,0.429093899442195,0.621704606245833,6
72.0,9.166666666666668,0.0632911392405063,40.0,46.5,0.8602150537634409,-0.0048611111111111,0.8621908127208481,92,46,64,1620.24,8.67,13.0,0.12,2.42491156903469,0.398015440805239,0.688307335073724,1
68.0,8.666666666666666,0.1549295774647887,37.66666666666666,46.0,0.8188405797101449,0.025531914893617,0.8416988416988417,89,46,63,1673.62,8.33,14.0,0.22,2.16439672485209,0.672148730001049,0.691127600610475,1
68.5,8.333333333333332,0.1304347826086956,41.16666666666667,46.5,0.885304659498208,0.0166666666666666,0.8814229249011858,85,46,60,1632.02,9.33,14.0,0.18,2.16593318845785,0.584367199746676,0.670939098252222,1
63.0,7.833333333333334,0.1212121212121212,33.0,40.5,0.8148148148148148,0.0103658536585365,0.8432203389830508,78,40,57,1263.85,7.67,11.33,0.15,2.34103500736841,0.541156092678339,0.501302931847279,3
70.0,8.5,0.081081081081081,30.0,44.5,0.6741573033707865,0.0098484848484848,0.8679245283018868,87,44,64,2816.58,6.67,13.0,0.14,2.09612755070257,0.591245485422957,0.739284031613779,4
77.5,9.333333333333334,0.0384615384615384,35.16666666666667,49.0,0.7176870748299321,0.0020833333333333,0.8888888888888888,85,50,68,2095.95,10.33,13.67,0.05,2.21002137722003,0.33854841857281,0.664448646181715,2
63.0,7.166666666666666,0.0476190476190476,26.5,39.0,0.6794871794871795,0.0532894736842105,0.8524590163934426,74,40,53,1530.75,10.67,13.67,-0.03,2.60166618490691,0.390226465783251,0.516050280078899,7
62.5,8.166666666666668,0.0972222222222222,33.0,40.0,0.825,-0.0075187969924812,0.8252032520325203,81,41,57,1471.88,8.67,13.0,0.18,2.38292537839589,0.559978857851252,0.522266606309318,7
65.5,7.833333333333334,0.1176470588235294,35.333333333333336,42.0,0.8412698412698413,0.0,0.8813559322033898,76,41,56,1624.95,9.0,13.0,0.15,2.18638540068512,0.532870230830787,0.547451159500995,1
75.0,8.833333333333332,0.1025641025641025,34.833333333333336,46.0,0.7572463768115942,0.0134751773049645,0.8795620437956204,85,46,63,1946.8,9.33,14.0,0.1,2.35678170794716,0.448822836630631,0.683805014550089,6
75.0,8.666666666666668,0.0142857142857142,34.0,46.5,0.7311827956989247,0.0046382189239332,0.8469750889679716,85,50,67,2464.12,14.0,17.67,-0.08,2.50008502244063,0.475556024115444,0.716826020558501,8
76.0,8.666666666666668,0.0126582278481012,35.0,47.0,0.7446808510638298,-0.0106382978723404,0.9107806691449816,80,45,63,1694.03,9.67,12.33,0.07,2.31286054353273,0.340815774719138,0.612421413518708,1
69.0,7.5,0.0454545454545454,31.666666666666664,44.0,0.7196969696969696,0.005175983436853,0.892,79,44,62,1628.88,8.67,12.0,0.07,2.46188771786987,0.39885817837128,0.585666245477976,1
75.5,9.333333333333334,0.1232876712328767,39.5,51.5,0.7669902912621359,-0.0054716981132075,0.8690909090909091,96,52,72,2071.62,8.33,14.33,0.17,2.10365287298305,0.688689321324322,0.866940119390234,6
65.0,7.5,0.106060606060606,26.333333333333336,40.0,0.6583333333333334,0.015322076297686,0.891213389121339,72,41,55,1377.67,8.67,12.33,0.03,2.47370856070545,0.491950086572642,0.561743795497784,3
76.0,9.5,0.1126760563380281,42.5,49.5,0.8585858585858586,0.017798690671031,0.8464285714285714,93,49,65,1954.65,9.0,14.67,0.09,2.23864317218594,0.587991443690454,0.781937703823678,6
70.5,8.833333333333332,0.1538461538461538,38.83333333333333,47.0,0.826241134751773,0.0109090909090909,0.8064516129032258,90,48,64,2176.02,10.67,15.33,0.14,2.45459860877012,0.582554438264939,0.763803315310407,2
66.0,8.666666666666666,0.140625,34.16666666666667,43.5,0.78544061302682,-0.0063492063492063,0.82421875,87,45,60,1591.98,8.0,13.0,0.21,2.37066325747201,0.670061118518764,0.668666904658213,7
63.0,7.5,0.0769230769230769,36.333333333333336,41.0,0.8861788617886179,-0.0121951219512195,0.8298755186721992,78,39,51,1648.5,10.33,14.33,0.14,2.30670065550355,0.632815255704432,0.554716649512196,1
71.5,9.166666666666668,0.1126760563380281,31.166666666666668,45.5,0.684981684981685,0.0043520309477756,0.8620689655172413,88,47,67,1566.08,6.0,11.0,0.19,2.03865847993237,0.529474858386869,0.692108501972472,7
81.0,9.5,0.073170731707317,43.66666666666666,51.0,0.8562091503267973,0.0223076923076923,0.8498402555910544,95,48,66,2375.41,11.67,15.67,0.0,2.49347161702198,0.385825743609262,0.843422431191098,8
77.0,8.5,0.0246913580246913,35.833333333333336,49.0,0.7312925170068028,0.0,0.8809523809523809,86,50,69,2305.55,12.33,15.67,0.05,2.5390265301651,0.385169625298291,0.762823168010691,2
61.5,7.5,0.028169014084507,30.166666666666668,39.0,0.7735042735042735,-0.0187870797626895,0.871244635193133,73,38,53,1449.11,8.33,12.0,0.13,2.28008747839432,0.458978679793597,0.460648823294227,7
67.5,8.333333333333334,0.1186440677966101,35.5,43.0,0.8255813953488372,0.0259138025095471,0.8185328185328186,77,42,54,1865.16,10.33,14.0,0.05,2.45446352359895,0.456209734505796,0.616474203231144,6
68.0,8.0,0.0149253731343283,23.33333333333333,42.0,0.5555555555555556,-0.0343165059557572,0.8388278388278388,81,45,61,2025.3,10.67,14.33,0.07,2.50736661051704,0.340204590299343,0.628065708109144,6
63.0,7.833333333333334,0.1379310344827586,27.0,39.0,0.6923076923076923,0.032300593276203,0.8362068965517241,72,40,52,1679.12,8.33,13.0,0.11,2.13184993331977,0.533895658467917,0.52427438490752,1
68.5,6.833333333333334,0.0317460317460317,25.0,43.5,0.5747126436781609,-0.0026511134676564,0.9462809917355371,71,47,66,1789.8,12.0,14.0,0.03,2.57652413956146,0.521188248404843,0.524276098747138,1
74.0,8.333333333333334,0.0238095238095238,36.5,48.5,0.7525773195876289,-0.0161977834612105,0.9097472924187726,86,50,69,2020.59,12.33,16.0,0.03,2.49292509471431,0.468933931770931,0.678736562058244,6
63.5,8.333333333333334,0.0655737704918032,29.5,40.5,0.7283950617283951,-0.0201465201465201,0.82421875,81,40,56,1372.18,8.67,12.0,0.11,2.65042445933656,0.393160638655227,0.566043616850705,3
75.0,9.333333333333332,0.0853658536585365,37.5,49.5,0.7575757575757576,-0.0140931372549019,0.823728813559322,98,53,73,2610.12,11.67,17.33,0.26,2.23466187902451,0.641623788800491,0.862444239181893,4
69.5,8.666666666666666,0.1038961038961039,32.0,45.5,0.7032967032967034,-0.0043520309477756,0.8941176470588236,85,47,66,1519.76,7.67,11.33,0.2,2.13553504521579,0.498186621584251,0.655783517874249,7
69.0,7.833333333333334,0.0389610389610389,38.33333333333333,44.5,0.8614232209737827,-0.0045500505561172,0.8687258687258688,78,44,58,2091.24,11.33,15.67,0.09,2.36877893770419,0.513099002260522,0.61811612820654,2
80.5,10.166666666666668,0.15,43.16666666666667,54.0,0.7993827160493828,0.0030874785591766,0.8382838283828383,101,54,71,2595.21,12.67,18.33,0.11,2.09628466833539,0.671869251058255,0.94936367944878,4
66.5,8.666666666666666,0.0895522388059701,37.66666666666666,44.5,0.846441947565543,0.0017676767676767,0.8326693227091634,86,45,60,1571.57,8.33,13.67,0.21,2.0523301648493,0.604742014400987,0.604109807677199,7
77.0,9.5,0.1071428571428571,39.33333333333333,49.5,0.7946127946127945,0.0187755102040816,0.8741258741258742,89,48,68,2026.09,9.67,14.67,0.15,2.32863239646769,0.49044668109577,0.762381461629229,6
78.0,9.166666666666668,0.024390243902439,40.333333333333336,50.5,0.7986798679867987,-0.0111764705882353,0.8904109589041096,96,51,71,2044.14,9.33,13.67,0.16,2.29911036546223,0.461437499992007,0.827283231064256,6
74.0,9.0,0.1594202898550724,43.5,50.5,0.8613861386138614,0.0182783018867924,0.8220640569395018,96,49,65,2190.15,10.33,15.0,0.16,2.11012044375171,0.636615851732798,0.820444477597233,2
75.5,9.333333333333334,0.0909090909090909,35.833333333333336,49.0,0.7312925170068028,0.0020903010033444,0.8600682593856656,94,49,71,3494.82,8.67,15.0,0.2,2.08184523893351,0.565999361181439,0.871477790616048,0
68.0,7.833333333333334,0.0675675675675675,32.833333333333336,42.5,0.7725490196078432,0.0105204872646733,0.8528301886792453,80,41,55,1628.09,12.0,14.67,-0.03,2.68471823872837,0.47779462871029,0.60172722735238,1
68.0,8.0,0.0422535211267605,27.666666666666664,42.0,0.6587301587301587,0.0119047619047619,0.873015873015873,77,46,67,2094.38,9.0,13.33,0.13,2.305678945692,0.462292480190429,0.595665412174016,2
80.0,10.166666666666666,0.0897435897435897,41.33333333333333,53.5,0.7725856697819313,-0.0241258741258741,0.8438538205980066,102,52,71,2190.15,10.0,15.67,0.22,2.29489838584818,0.704255009996035,0.95045485618676,2
66.0,8.166666666666666,0.0833333333333333,34.0,42.0,0.8095238095238095,0.0087918321043675,0.852,78,43,58,1604.54,10.33,13.0,0.06,2.3479630003547,0.404002525258109,0.515641436269159,7
72.0,8.833333333333332,0.0909090909090909,34.5,45.5,0.7582417582417582,-0.0016908212560386,0.8787878787878788,82,48,67,1860.45,10.33,14.67,0.11,2.46332979058933,0.552234177488909,0.666132640933113,6
76.0,8.833333333333334,0.0897435897435897,24.666666666666668,47.5,0.5192982456140351,0.0113031914893617,0.8865248226950354,87,52,74,2119.5,8.67,14.33,0.12,2.31634413360814,0.458828470993444,0.816312309765535,2
80.5,9.833333333333332,0.1058823529411764,37.66666666666666,51.0,0.7385620915032679,0.0098039215686274,0.8938356164383562,92,52,70,2285.92,10.0,15.33,0.12,2.22221028744895,0.488045559295163,0.857043113273786,2
78.5,9.0,0.0602409638554216,30.166666666666668,49.5,0.6094276094276094,-0.0110204081632653,0.9438202247191012,82,50,69,2165.82,9.0,14.0,0.14,2.09722654333205,0.488177843774557,0.741847017284726,2
74.5,9.0,0.0666666666666666,34.16666666666667,45.0,0.7592592592592594,0.0133399209486166,0.8717948717948718,85,45,61,1601.4,10.33,13.67,-0.06,2.43918905817643,0.411918507086771,0.631967259870484,7
73.0,8.5,0.1506849315068493,40.5,49.0,0.826530612244898,0.0237499999999999,0.8996138996138996,89,47,61,1714.44,8.67,13.33,0.17,2.09325923136059,0.682561625132221,0.79113366370979,1
73.0,9.166666666666668,0.0519480519480519,39.5,46.5,0.8494623655913979,-0.0013876040703052,0.8731884057971014,88,44,62,1780.38,9.33,13.0,0.1,2.39955753379462,0.438550622100861,0.674828641510361,1
74.0,9.166666666666668,0.1159420289855072,36.5,48.5,0.7525773195876289,0.0074595055413469,0.8518518518518519,88,50,66,2150.12,10.0,15.33,0.16,2.23445859336685,0.689106638371481,0.784511640159902,2
71.0,8.166666666666668,0.0389610389610389,34.66666666666667,44.0,0.787878787878788,-0.0248062015503875,0.855072463768116,86,45,63,1836.9,11.33,14.67,0.03,2.58380422340864,0.410028232132579,0.613444364144194,1
82.5,10.333333333333334,0.1149425287356321,44.16666666666666,53.0,0.8333333333333333,0.0094339622641509,0.8803986710963455,100,55,77,2361.28,11.0,15.0,0.09,2.26830839863681,0.529339581387024,0.875061136472267,8
71.0,9.166666666666668,0.1842105263157894,39.33333333333333,47.5,0.8280701754385964,-0.0019946808510638,0.902439024390244,84,46,61,1591.98,7.67,13.0,0.22,1.86410579737015,0.609787111904777,0.670254666575704,7
71.0,8.833333333333332,0.1139240506329113,38.33333333333333,47.0,0.8156028368794325,-0.0174603174603174,0.868421052631579,87,47,63,1825.12,10.33,15.0,0.18,2.31043122517554,0.583468128066858,0.686525636615697,1
80.0,9.166666666666668,0.0,37.5,50.5,0.7425742574257426,-0.0107843137254902,0.8770764119601329,91,51,73,2162.68,10.67,14.33,0.07,2.48427464954891,0.442923758833815,0.79102467531314,2
71.5,9.166666666666668,0.0428571428571428,35.66666666666667,44.0,0.8106060606060607,-0.0090439276485788,0.8127208480565371,86,44,60,1798.44,11.33,14.0,0.0,2.61274459369389,0.338224978494776,0.607345497766789,1
74.5,9.0,0.1298701298701298,44.66666666666666,51.5,0.8673139158576051,0.0115007541478129,0.8698884758364313,96,50,68,1889.5,8.67,14.33,0.2,2.11097977374138,0.735653094203681,0.815134667702673,6
68.5,8.5,0.0289855072463768,34.5,42.0,0.8214285714285714,-0.0093590470788428,0.8371212121212122,82,40,54,1548.02,9.33,13.67,0.09,2.48312671755612,0.490664388871454,0.597135764047663,7
78.5,8.833333333333332,0.0224719101123595,37.0,50.0,0.74,-0.0344551282051282,0.9106529209621992,89,52,74,2571.66,12.0,16.33,0.1,2.38483481209932,0.47066243003537,0.749920587854546,4
69.0,8.666666666666666,0.1363636363636363,30.5,45.0,0.6777777777777778,0.0165759524987629,0.8143939393939394,85,48,64,1846.32,8.67,14.33,0.16,2.27066337929055,0.620277484551007,0.708646743760999,1
68.0,8.0,0.0857142857142857,32.166666666666664,43.0,0.748062015503876,0.0,0.8844621513944223,80,43,61,1824.34,7.67,12.67,0.17,2.28312466945317,0.517516266575155,0.656393059730684,1
68.5,9.166666666666668,0.1428571428571428,37.0,45.5,0.8131868131868132,0.0128019323671497,0.8365758754863813,91,46,63,1670.48,8.67,14.0,0.22,2.04012494814459,0.691646949707489,0.672139676040242,1
70.5,8.333333333333332,0.0657894736842105,37.0,46.0,0.8043478260869565,-0.0250591016548463,0.9254901960784314,84,44,62,1632.8,8.33,12.33,0.16,2.29269461133764,0.518118127163223,0.654292680333261,1
81.5,9.5,0.1341463414634146,34.833333333333336,52.5,0.6634920634920636,0.0038126361655773,0.9027777777777778,97,53,73,1886.36,8.33,13.67,0.11,2.39466823269015,0.64442361799801,0.924065348947407,6
72.0,9.166666666666668,0.1333333333333333,36.333333333333336,49.0,0.7414965986394558,0.0,0.8405797101449275,95,50,68,2110.08,8.67,14.33,0.26,2.03897516756361,0.60534923959399,0.793173634063712,2
75.0,8.833333333333332,0.0649350649350649,37.16666666666666,48.5,0.7663230240549828,0.0116921768707483,0.8432055749128919,91,49,68,3072.49,9.67,15.0,0.12,2.18859034331433,0.480457231123834,0.781012816228501,9
75.5,8.333333333333334,0.1168831168831168,35.5,48.0,0.7395833333333334,0.0104166666666666,0.8996138996138996,77,49,67,2527.7,10.0,15.0,0.13,2.07130252672498,0.567997869377346,0.727904773956426,8
70.0,8.5,0.1153846153846153,36.0,45.0,0.8,-0.0029644268774703,0.8582089552238806,81,45,60,2088.1,10.33,15.0,0.15,2.30638165581398,0.551578752886531,0.693609714250952,2
66.5,7.666666666666667,0.088235294117647,31.83333333333333,42.5,0.7490196078431373,0.0013842746400885,0.8464566929133859,76,42,57,2225.47,9.33,13.67,0.12,2.31283253095389,0.5394251248722,0.635869811888553,2
76.5,8.833333333333332,0.0133333333333333,33.0,47.5,0.6947368421052632,0.0088731144631765,0.8571428571428571,84,48,67,2348.72,12.67,16.0,0.05,2.53290053655822,0.42378536459391,0.655718998980477,8
68.5,7.833333333333334,0.0555555555555555,34.833333333333336,44.0,0.7916666666666667,0.0113636363636363,0.8774703557312253,82,46,65,1755.26,9.33,13.0,0.15,2.32690870062967,0.487693689221841,0.597162899382748,1
71.0,8.333333333333334,0.0422535211267605,33.16666666666667,46.0,0.7210144927536233,-0.0193853427895981,0.84,88,48,68,1907.55,10.67,14.33,0.08,2.66709661426328,0.576292481464717,0.738347448402616,6
67.0,8.166666666666668,0.0,30.33333333333333,42.0,0.7222222222222222,-0.0179487179487179,0.8308270676691729,84,43,64,1707.38,10.33,14.33,0.12,2.71480570225198,0.582477057344278,0.552737233660569,1
75.0,9.333333333333334,0.0823529411764705,25.333333333333336,47.0,0.5390070921985816,0.0065759637188208,0.8585858585858586,93,50,74,3191.81,8.33,14.33,0.19,2.29919645558418,0.515389206778999,0.881963042588848,0
70.5,8.333333333333334,0.1176470588235294,34.833333333333336,46.0,0.7572463768115942,0.0066287878787878,0.8490566037735849,88,47,65,1755.26,8.67,13.0,0.18,2.32403855619654,0.646998036317606,0.758431197595385,1
66.5,8.333333333333334,0.0972222222222222,32.83333333333333,43.0,0.7635658914728681,-0.0032467532467532,0.8384615384615385,86,45,63,1730.14,9.67,14.67,0.17,2.46236226711657,0.575562349138693,0.624639360732619,1
73.5,8.5,0.0266666666666666,32.666666666666664,46.0,0.7101449275362318,-0.0108695652173913,0.8876811594202898,85,47,67,1766.25,9.33,12.67,0.11,2.42044638825398,0.349613580058468,0.6542806830404,1
82.0,10.0,0.1375,44.5,53.5,0.8317757009345794,0.0229020979020979,0.8501628664495114,99,54,73,2933.55,10.67,16.67,0.15,2.17118699851068,0.573592381256922,0.974652384424831,9
64.5,7.666666666666667,0.1044776119402985,34.66666666666667,42.5,0.815686274509804,0.001937984496124,0.8239700374531835,88,43,58,1948.37,9.33,15.0,0.23,2.33526409629735,0.624584931458063,0.733498664012104,6
73.0,8.5,0.0125,31.666666666666664,46.0,0.6884057971014492,-0.001418439716312,0.8321917808219178,84,48,68,2482.17,12.0,15.67,0.07,2.65074775483665,0.439253605905,0.710190311903966,8
69.0,8.666666666666666,0.0958904109589041,36.5,45.5,0.8021978021978022,0.0019323671497584,0.8636363636363636,91,48,69,1992.33,7.67,14.0,0.2,2.05132032630257,0.543901735625441,0.722356317129068,6
68.0,7.833333333333334,0.0833333333333333,34.833333333333336,44.5,0.7827715355805244,-0.0035714285714285,0.9227642276422764,85,43,61,1491.5,8.0,12.33,0.23,2.07810797759695,0.565779823586888,0.629925925046905,7
79.0,9.5,0.034090909090909,41.83333333333333,51.0,0.8202614379084966,-0.0223076923076923,0.8501628664495114,95,53,72,2357.36,13.0,16.0,0.12,2.45926395244441,0.463274336488848,0.805317018706001,8
81.5,9.666666666666668,0.0609756097560975,38.83333333333333,54.5,0.7125382262996941,-0.008080808080808,0.8576051779935275,100,56,78,4446.24,9.0,16.0,0.17,1.96445831594032,0.625751327108571,1.06343498586898,5
68.5,9.166666666666668,0.1428571428571428,37.0,45.5,0.8131868131868132,0.0128019323671497,0.8365758754863813,91,46,63,1670.48,8.67,14.0,0.22,2.04012494814459,0.691646949707489,0.672139676040242,1
68.0,8.666666666666666,0.1216216216216216,33.0,45.5,0.7252747252747253,-0.0128019323671497,0.8740157480314961,86,48,65,1912.26,8.67,14.0,0.3,2.05693177603312,0.662844957154681,0.706254914308171,6
73.5,8.5,0.0285714285714285,36.5,47.0,0.776595744680851,0.0068181818181818,0.8047945205479452,88,49,66,2387.97,14.0,17.67,-0.03,2.85543441889533,0.498473147407132,0.754298347054928,8
71.0,9.666666666666666,0.1216216216216216,45.33333333333333,46.5,0.9749103942652328,0.0235892691951896,0.8027681660899654,99,46,63,1780.38,9.67,14.0,0.13,2.43265330819255,0.514536076772297,0.747381775531269,1
69.5,8.166666666666668,0.056338028169014,36.833333333333336,45.5,0.8095238095238095,0.0234299516908212,0.8646616541353384,86,47,64,2289.06,11.0,15.33,0.08,2.37284430157579,0.53925521622594,0.703041706728646,2
77.5,10.166666666666668,0.0769230769230769,43.5,51.0,0.8529411764705882,-0.0165384615384615,0.832258064516129,106,49,66,2213.7,9.33,16.0,0.19,2.25159065820322,0.484389596990917,0.899529842850212,2
72.5,9.0,0.0694444444444444,33.5,45.0,0.7444444444444445,0.0029644268774703,0.8686131386861314,87,44,62,1822.77,9.33,13.0,0.16,2.3059650260683,0.42020632287827,0.692897073146536,1
70.5,8.666666666666666,0.054054054054054,31.83333333333333,45.0,0.7074074074074074,0.0,0.8671586715867159,87,46,63,1824.34,9.67,13.67,0.1,2.38260446165376,0.430670501610365,0.672008933898686,1
66.0,7.5,0.056338028169014,31.666666666666664,43.5,0.7279693486590038,-0.0129492600422832,0.8790322580645161,80,45,64,2190.15,7.67,12.0,0.21,2.27509426061296,0.633488703080613,0.664823893770419,2
78.0,9.166666666666668,0.0568181818181818,37.83333333333333,51.5,0.7346278317152103,-0.0133962264150943,0.8646864686468647,97,52,73,3544.28,9.0,15.67,0.21,2.1809912570655,0.575084860447517,0.953203807457634,0
76.0,9.333333333333334,0.081081081081081,40.0,48.0,0.8333333333333334,0.0269565217391304,0.875886524822695,87,44,59,1821.2,9.33,13.0,0.05,2.27390923989324,0.333904485514428,0.702534483472597,1
69.5,8.5,0.0273972602739726,33.0,44.0,0.75,-0.0113636363636363,0.8783269961977186,81,45,63,1822.77,10.33,14.0,0.1,2.35538022278853,0.389029203210551,0.593107257075309,1
68.0,8.0,0.0657894736842105,32.83333333333333,44.0,0.7462121212121211,-0.0136950904392764,0.8065693430656934,82,45,62,2237.25,12.0,16.67,0.12,2.68850143679116,0.61601970744919,0.638686862420156,2
64.5,8.666666666666666,0.0833333333333333,26.833333333333336,40.5,0.6625514403292182,-0.0293040293040293,0.8559670781893004,84,42,58,1413.0,7.67,12.33,0.28,2.08204321129282,0.628229514060056,0.571141445578138,7
68.0,8.0,0.0136986301369863,35.833333333333336,43.5,0.8237547892720307,-0.0126849894291754,0.8505747126436781,82,46,65,1994.69,11.33,15.0,0.11,2.51189963967757,0.554610552347612,0.59754562795396,6
66.0,8.0,0.0606060606060606,31.333333333333336,42.0,0.746031746031746,0.0028360748723766,0.8301158301158301,81,44,60,1825.12,10.33,14.33,0.11,2.44527519629791,0.49438299230406,0.600231671387946,1
74.5,8.5,0.0617283950617283,41.333333333333336,49.0,0.8435374149659864,0.0079166666666666,0.8482758620689655,96,49,70,2165.82,10.0,14.67,0.15,2.55070700227023,0.581388056079243,0.802262320496536,2
